MsCode,HECCode,Estimate,RSE,Flag
M001,01.3.04.5.0.02,0,,M
M001,01.3.04.6,0.1,,M
M001,01.3.04.6.0,0.1,,M
M001,01.3.04.6.0.01,0,,M
M001,01.3.04.6.0.02,0,,L
M001,01.3.04.6.0.03,0,,P
M001,01.3.05,13.1,,R
M001,01.3.05.1,3.5,,R
M001,01.3.05.1.0,3.5,,R
M001,01.3.05.1.0.01,0.4,,M
M001,01.3.05.1.0.02,3.1,,R
M001,01.3.05.2,1.4,,R
M001,01.3.05.2.0,1.4,,R
M001,01.3.05.2.0.00,0.4,,R
M001,01.3.05.2.0.01,0.2,,R
M001,01.3.05.2.0.02,0.2,,R
M001,01.3.05.2.0.03,0.1,,M
M001,01.3.05.2.0.04,0.1,,R
M001,01.3.05.2.0.05,0.3,,R
M001,01.3.05.2.0.99,0.1,,M
M001,01.3.05.3,2.3,,R
M001,01.3.05.3.0,2.3,,R
M001,01.3.05.3.0.01,0.3,,M
M001,01.3.05.3.0.02,0.8,,R
M001,01.3.05.3.0.03,1.1,,R
M001,01.3.05.3.0.04,0.1,,L
M001,01.3.05.3.0.05,0,,L
M001,01.3.05.4,2.1,,R
M001,01.3.05.4.0,2.1,,R
M001,01.3.05.4.0.01,0.2,,M
M001,01.3.05.4.0.02,1.9,,R
M001,01.3.05.5,3.8,,R
M001,01.3.05.5.0,3.8,,R
M001,01.3.05.5.0.01,1.1,,R
M001,01.3.05.5.0.02,0.3,,R
M001,01.3.05.5.0.03,0.6,,R
M001,01.3.05.5.0.04,0.2,,M
M001,01.3.05.5.0.05,1.4,,R
M001,01.3.06,47.5,,R
M001,01.3.06.1,2.2,,R
M001,01.3.06.1.0,2.2,,R
M001,01.3.06.1.0.00,0,,L
M001,01.3.06.1.0.01,,,S
M001,01.3.06.1.0.02,0.6,,R
M001,01.3.06.1.0.03,0.1,,M
M001,01.3.06.1.0.04,,,S
M001,01.3.06.1.0.05,0.6,,M
M001,01.3.06.1.0.06,0.2,,M
M001,01.3.06.1.0.07,0,,L
M001,01.3.06.1.0.08,0.1,,M
M001,01.3.06.1.0.09,0.4,,R
M001,01.3.06.1.0.10,0.1,,M
M001,01.3.06.1.0.99,0.1,,L
M001,01.3.06.2,0.6,,R
M001,01.3.06.2.0,0.6,,R
M001,01.3.06.2.0.00,,,S
M001,01.3.06.2.0.01,0.2,,R
M001,01.3.06.2.0.02,0.4,,M
M001,01.3.06.2.0.99,0,,P
M001,01.3.06.3,1.4,,R
M001,01.3.06.3.0,1.4,,R
M001,01.3.06.3.0.00,0,,P
M001,01.3.06.3.0.01,0.8,,R
M001,01.3.06.3.0.02,0.3,,M
M001,01.3.06.3.0.03,0.2,,M
M001,01.3.06.4,0.5,,R
M001,01.3.06.4.0,0.5,,R
M001,01.3.06.4.0.00,,,S
M001,01.3.06.4.0.01,0.3,,R
M001,01.3.06.4.0.02,0.1,,L
M001,01.3.06.4.0.03,0.2,,R
M001,01.3.06.4.0.99,,,S
M001,01.3.06.5,0.4,,R
M001,01.3.06.5.0,0.4,,R
M001,01.3.06.5.0.00,,,S
M001,01.3.06.5.0.01,0,,L
M001,01.3.06.5.0.02,0.4,,R
M001,01.3.06.5.0.04,0,,L
M001,01.3.06.5.0.99,0.1,,M
M001,01.3.06.6,0.3,,M
M001,01.3.06.6.0,0.3,,M
M001,01.3.06.6.0.01,0.3,,M
M001,01.3.06.6.0.02,,,S
M001,01.3.06.7,42.1,,R
M001,01.3.06.7.1,2.9,,R
M001,01.3.06.7.1.00,0.5,,M
M001,01.3.06.7.1.01,0.1,,P
M001,01.3.06.7.1.02,,,S
M001,01.3.06.7.1.03,0.6,,M
M001,01.3.06.7.1.98,1.6,,R
M001,01.3.06.7.1.99,0.2,,L
M001,01.3.06.7.2,39.2,,R
M001,01.3.06.7.2.00,39.2,,R
M001,01.3.06.7.2.04,,,S
M001,01.4,11.5,,R
M001,01.4.01,3.9,,R
M001,01.4.01.1,2.6,,R
M001,01.4.01.1.0,2.6,,R
M001,01.4.01.1.0.01,2.6,,R
M001,01.4.01.1.0.02,,,S
M001,01.4.01.2,1.1,,R
M001,01.4.01.2.0,1.1,,R
M001,01.4.01.2.0.01,0.7,,R
M001,01.4.01.2.0.02,0.4,,M
M001,01.4.01.3,0.3,,M
M001,01.4.01.3.0,0.3,,M
M001,01.4.01.3.0.01,0.2,,M
M001,01.4.01.3.0.99,0.1,,M
M001,01.4.02,7.5,,R
M001,01.4.02.1,3.2,,R
M001,01.4.02.1.0,3.2,,R
M001,01.4.02.1.0.00,3.2,,R
M001,01.4.02.2,0.6,,R
M001,01.4.02.2.0,0.6,,R
M001,01.4.02.2.0.00,0.6,,R
M001,01.4.02.3,1.3,,R
M001,01.4.02.3.0,1.3,,R
M001,01.4.02.3.0.01,1.2,,R
M001,01.4.02.3.0.02,0,,M
M001,01.4.02.3.0.03,0,,L
M001,01.4.02.4,0.3,,R
M001,01.4.02.4.0,0.3,,R
M001,01.4.02.4.0.01,0.1,,M
M001,01.4.02.4.0.02,0.1,,M
M001,01.4.02.4.0.03,0,,M
M001,01.4.02.4.0.04,0,,L
M001,01.4.02.4.0.99,0,,L
M001,01.4.02.5,0.2,,M
M001,01.4.02.5.0,0.2,,M
M001,01.4.02.5.0.00,0.2,,M
M001,01.4.02.6,2,,R
M001,01.4.02.6.0,2,,R
M001,01.4.02.6.0.00,1.6,,M
M001,01.4.02.6.0.01,0.2,,M
M001,01.4.02.6.0.99,0.1,,L
M001,01.5,67.7,,R
M001,01.5.01,26.5,,R
M001,01.5.01.0,26.5,,R
M001,01.5.01.0.0,26.5,,R
M001,01.5.01.0.0.00,2.1,,M
M001,01.5.01.0.0.01,2.3,,M
M001,01.5.01.0.0.02,10.4,,R
M001,01.5.01.0.0.03,11.4,,R
M001,01.5.01.0.0.04,0.3,,M
M001,01.5.02,39,,R
M001,01.5.02.0,39,,R
M001,01.5.02.0.0,39,,R
M001,01.5.02.0.0.00,3.1,,R
M001,01.5.02.0.0.01,0.1,,L
M001,01.5.02.0.0.02,0.2,,L
M001,01.5.02.0.0.03,1.7,,R
M001,01.5.02.0.0.04,0.1,,M
M001,01.5.02.0.0.05,1.5,,R
M001,01.5.02.0.0.06,2.9,,R
M001,01.5.02.0.0.07,5.3,,R
M001,01.5.02.0.0.08,0.5,,R
M001,01.5.02.0.0.09,0.6,,R
M001,01.5.02.0.0.10,0,,L
M001,01.5.02.0.0.11,0.2,,M
M001,01.5.02.0.0.12,0,,L
M001,01.5.02.0.0.13,0.2,,L
M001,01.5.02.0.0.14,1.5,,M
M001,01.5.02.0.0.15,4.9,,R
M001,01.5.02.0.0.16,1,,R
M001,01.5.02.0.0.17,0.1,,M
M001,01.5.02.0.0.18,0.8,,R
M001,01.5.02.0.0.19,0.4,,M
M001,01.5.02.0.0.20,0,,L
M001,01.5.02.0.0.21,2.4,,R
M001,01.5.02.0.0.22,5.4,,R
M001,01.5.02.0.0.23,0.3,,M
M001,01.5.02.0.0.24,0,,L
M001,01.5.02.0.0.26,0.1,,M
M001,01.5.02.0.0.27,0.1,,M
M001,01.5.02.0.0.97,0.2,,M
M001,01.5.02.0.0.98,3.6,,R
M001,01.5.02.0.0.99,1.7,,R
M001,01.5.03,2.2,,P
M001,01.5.03.0,2.2,,P
M001,01.5.03.0.0,2.2,,P
M001,01.5.03.0.0.01,,,S
M001,01.5.03.0.0.02,,,S
M001,01.5.03.0.0.03,,,S
M001,01.5.03.0.0.04,,,S
M001,02,29.4,,R
M001,02.1,20.5,,R
M001,02.1.01,7.1,,R
M001,02.1.01.1,4.9,,R
M001,02.1.01.1.0,4.9,,R
M001,02.1.01.1.0.00,4.9,,R
M001,02.1.01.2,2.1,,R
M001,02.1.01.2.0,2.1,,R
M001,02.1.01.2.0.00,2.1,,R
M001,02.1.02,7.9,,R
M001,02.1.02.1,6.9,,R
M001,02.1.02.1.0,6.9,,R
M001,02.1.02.1.0.01,0.4,,M
M001,02.1.02.1.0.02,0,,L
M001,02.1.02.1.0.03,6.5,,R
M001,02.1.02.1.0.04,,,S
M001,02.1.02.2,1,,M
M001,02.1.02.2.0,1,,M
M001,02.1.02.2.0.01,0.1,,L
M001,02.1.02.2.0.02,,,S
M001,02.1.02.2.0.03,0.9,,M
M001,02.1.02.2.0.04,,,S
M001,02.1.03,2.1,,M
M001,02.1.03.1,1.8,,M
M001,02.1.03.1.0,1.8,,M
M001,02.1.03.1.0.01,1.3,,M
M001,02.1.03.1.0.02,,,S
M001,02.1.03.1.0.03,0.1,,L
M001,02.1.03.1.0.04,0.3,,M
M001,02.1.03.2,0.3,,M
M001,02.1.03.2.0,0.3,,M
M001,02.1.03.2.0.01,0.1,,L
M001,02.1.03.2.0.02,0.3,,L
M001,02.1.03.2.0.03,,,S
M001,02.1.03.2.0.04,0,,L
M001,02.1.04,3.5,,R
M001,02.1.04.0,3.5,,R
M001,02.1.04.0.0,3.5,,R
M001,02.1.04.0.0.00,2.4,,M
M001,02.1.04.0.0.01,1,,M
M001,02.1.04.0.0.99,,,S
M001,02.2,8.8,,R
M001,02.2.00,8.8,,R
M001,02.2.00.1,6.5,,R
M001,02.2.00.1.0,6.5,,R
M001,02.2.00.1.0.00,6.5,,R
M001,02.2.00.2,,,S
M001,02.2.00.2.0,,,S
M001,02.2.00.2.0.00,,,S
M001,02.2.00.3,1.8,,M
M001,02.2.00.3.0,1.8,,M
M001,02.2.00.3.0.01,1.5,,M
M001,02.2.00.3.0.02,0,,M
M001,02.2.00.3.0.03,0.3,,L
M001,02.2.00.4,0.5,,L
M001,02.2.00.4.0,0.5,,L
M001,02.2.00.4.0.01,0.2,,P
M001,02.2.00.4.0.02,0.3,,M
M001,02.2.00.4.0.03,,,S
M001,02.2.00.4.0.99,,,S
M001,02.3,,,S
M001,02.3.00,,,S
M001,02.3.00.0,,,S
M001,02.3.00.0.0,,,S
M001,02.3.00.0.0.00,,,S
M001,03,36.7,,R
M001,03.1,29,,R
M001,03.1.01,9.9,,R
M001,03.1.01.0,9.9,,R
M001,03.1.01.0.0,,,S
M001,03.1.01.0.0.00,,,S
M001,03.1.01.0.1,0.4,,L
M001,03.1.01.0.1.01,0.4,,L
M001,03.1.01.0.1.02,,,S
M001,03.1.01.0.2,0.6,,M
M001,03.1.01.0.2.01,0.3,,L
M001,03.1.01.0.2.02,0.3,,M
M001,03.1.01.0.3,0.1,,P
M001,03.1.01.0.3.00,0.1,,P
M001,03.1.01.0.4,1.8,,M
M001,03.1.01.0.4.01,0.3,,L
M001,03.1.01.0.4.02,0.4,,M
M001,03.1.01.0.4.03,1.1,,M
M001,03.1.01.0.5,1,,M
M001,03.1.01.0.5.01,0.3,,L
M001,03.1.01.0.5.02,0.2,,L
M001,03.1.01.0.5.03,0.1,,P
M001,03.1.01.0.5.04,0.2,,L
M001,03.1.01.0.5.06,0.2,,L
M001,03.1.01.0.6,0.5,,L
M001,03.1.01.0.6.00,0.5,,L
M001,03.1.01.0.7,0.9,,M
M001,03.1.01.0.7.01,,,S
M001,03.1.01.0.7.02,0.2,,L
M001,03.1.01.0.7.03,0.3,,L
M001,03.1.01.0.7.04,0.1,,M
M001,03.1.01.0.7.05,0.2,,M
M001,03.1.01.0.8,4.6,,M
M001,03.1.01.0.8.00,3.3,,M
M001,03.1.01.0.8.01,0.3,,L
M001,03.1.01.0.8.02,0.4,,M
M001,03.1.01.0.8.03,0.5,,L
M001,03.1.01.0.8.04,0.1,,L
M001,03.1.01.0.8.99,,,S
M001,03.1.02,4.5,,M
M001,03.1.02.0,4.5,,M
M001,03.1.02.0.1,,,S
M001,03.1.02.0.1.01,,,S
M001,03.1.02.0.1.02,,,S
M001,03.1.02.0.2,1,,M
M001,03.1.02.0.2.01,0.1,,P
M001,03.1.02.0.2.04,0.9,,L
M001,03.1.02.0.3,0.7,,L
M001,03.1.02.0.3.01,0.3,,L
M001,03.1.02.0.3.02,0.4,,P
M001,03.1.02.0.4,1.1,,M
M001,03.1.02.0.4.01,0.4,,M
M001,03.1.02.0.4.02,,,S
M001,03.1.02.0.4.03,0.5,,M
M001,03.1.02.0.5,0.3,,M
M001,03.1.02.0.5.00,,,S
M001,03.1.02.0.5.01,0,,P
M001,03.1.02.0.5.02,,,S
M001,03.1.02.0.5.03,0.2,,L
M001,03.1.02.0.5.04,0.1,,L
M001,03.1.02.0.6,0.4,,M
M001,03.1.02.0.6.01,,,S
M001,03.1.02.0.6.02,0.1,,P
M001,03.1.02.0.6.03,0.2,,M
M001,03.1.02.0.6.04,0.1,,M
M001,03.1.02.0.7,0.8,,L
M001,03.1.02.0.7.00,0.2,,L
M001,03.1.02.0.7.01,,,S
M001,03.1.02.0.7.02,0.6,,L
M001,03.1.02.0.7.99,,,S
M001,03.1.03,10.3,,R
M001,03.1.03.0,10.3,,R
M001,03.1.03.0.1,,,S
M001,03.1.03.0.1.01,,,S
M001,03.1.03.0.1.02,,,S
M001,03.1.03.0.2,0.6,,M
M001,03.1.03.0.2.01,,,S
M001,03.1.03.0.2.02,0.6,,M
M001,03.1.03.0.3,1,,M
M001,03.1.03.0.3.01,0.8,,M
M001,03.1.03.0.3.02,0.3,,L
M001,03.1.03.0.4,1.6,,M
M001,03.1.03.0.4.01,0.3,,L
M001,03.1.03.0.4.02,,,S
M001,03.1.03.0.4.03,1.2,,M
M001,03.1.03.0.5,2.5,,M
M001,03.1.03.0.5.01,0.2,,L
M001,03.1.03.0.5.02,0.8,,M
M001,03.1.03.0.5.03,1.5,,M
M001,03.1.03.0.6,0.5,,L
M001,03.1.03.0.6.00,0.2,,L
M001,03.1.03.0.6.01,0.1,,L
M001,03.1.03.0.6.02,0.1,,P
M001,03.1.03.0.6.03,,,S
M001,03.1.03.0.6.05,0.1,,L
M001,03.1.03.0.7,1.9,,M
M001,03.1.03.0.7.01,,,S
M001,03.1.03.0.7.02,0.2,,L
M001,03.1.03.0.7.03,1.3,,M
M001,03.1.03.0.7.04,0.1,,L
M001,03.1.03.0.7.05,0.3,,M
M001,03.1.03.0.8,2.1,,M
M001,03.1.03.0.8.00,1.5,,M
M001,03.1.03.0.8.01,0.2,,M
M001,03.1.03.0.8.02,0.4,,L
M001,03.1.03.0.8.99,0.1,,L
M001,03.1.04,2,,R
M001,03.1.04.1,0.4,,M
M001,03.1.04.1.1,,,S
M001,03.1.04.1.1.00,,,S
M001,03.1.04.1.2,,,S
M001,03.1.04.1.2.02,,,S
M001,03.1.04.1.2.04,,,S
M001,03.1.04.1.3,0,,L
M001,03.1.04.1.3.01,,,S
M001,03.1.04.1.3.02,,,S
M001,03.1.04.1.4,0.1,,M
M001,03.1.04.1.4.01,,,S
M001,03.1.04.1.4.02,,,S
M001,03.1.04.1.4.03,0.1,,L
M001,03.1.04.1.5,0.1,,L
M001,03.1.04.1.5.00,,,S
M001,03.1.04.1.5.01,0,,L
M001,03.1.04.1.5.02,,,S
M001,03.1.04.1.5.03,0,,L
M001,03.1.04.1.5.04,0.1,,P
M001,03.1.04.1.6,,,S
M001,03.1.04.1.6.00,,,S
M001,03.1.04.1.7,0.1,,L
M001,03.1.04.1.7.01,0,,L
M001,03.1.04.1.7.02,0,,L
M001,03.1.04.1.7.03,0,,L
M001,03.1.04.1.7.04,0,,L
M001,03.1.04.1.8,,,S
M001,03.1.04.1.8.00,,,S
M001,03.1.04.1.8.01,,,S
M001,03.1.04.1.8.02,,,S
M001,03.1.04.1.8.99,,,S
M001,03.1.04.2,0.8,,M
M001,03.1.04.2.1,,,S
M001,03.1.04.2.1.00,,,S
M001,03.1.04.2.2,0.1,,P
M001,03.1.04.2.2.01,,,S
M001,03.1.04.2.2.04,0.1,,P
M001,03.1.04.2.3,0,,L
M001,03.1.04.2.3.01,,,S
M001,03.1.04.2.3.02,,,S
M001,03.1.04.2.4,0.2,,L
M001,03.1.04.2.4.01,,,S
M001,03.1.04.2.4.02,0.2,,L
M001,03.1.04.2.5,0.2,,L
M001,03.1.04.2.5.02,,,S
M001,03.1.04.2.5.03,0.2,,L
M001,03.1.04.2.6,0,,L
M001,03.1.04.2.6.00,,,S
M001,03.1.04.2.6.01,,,S
M001,03.1.04.2.6.02,0,,L
M001,03.1.04.2.6.03,,,S
M001,03.1.04.2.6.05,,,S
M001,03.1.04.2.7,,,S
M001,03.1.04.2.7.00,,,S
M001,03.1.04.2.8,0.2,,M
M001,03.1.04.2.8.01,,,S
M001,03.1.04.2.8.02,0.1,,L
M001,03.1.04.2.8.03,0,,P
M001,03.1.04.2.8.04,,,S
M001,03.1.04.2.8.05,0.1,,L
M001,03.1.04.2.9,0.1,,L
M001,03.1.04.2.9.00,0.1,,L
M001,03.1.04.2.9.01,,,S
M001,03.1.04.2.9.02,,,S
M001,03.1.04.2.9.99,,,S
M001,03.1.04.3,0.8,,M
M001,03.1.04.3.0,0.8,,M
M001,03.1.04.3.0.00,0.2,,L
M001,03.1.04.3.0.01,,,S
M001,03.1.04.3.0.02,0,,L
M001,03.1.04.3.0.03,,,S
M001,03.1.04.3.0.04,0,,P
M001,03.1.04.3.0.05,,,S
M001,03.1.04.3.0.06,0.1,,L
M001,03.1.04.3.0.07,0.2,,L
M001,03.1.04.3.0.08,0.1,,L
M001,03.1.04.3.0.09,0,,L
M001,03.1.04.3.0.11,,,S
M001,03.1.04.3.0.99,0.1,,L
M001,03.1.05,0.7,,R
M001,03.1.05.0,0.7,,R
M001,03.1.05.0.0,0.7,,R
M001,03.1.05.0.0.01,0.3,,M
M001,03.1.05.0.0.02,0.1,,L
M001,03.1.05.0.0.03,0.1,,L
M001,03.1.05.0.0.04,0.1,,M
M001,03.1.05.0.0.05,,,S
M001,03.1.05.0.0.06,0.1,,L
M001,03.1.06,0.7,,M
M001,03.1.06.0,0.7,,M
M001,03.1.06.0.0,0.7,,M
M001,03.1.06.0.0.00,0,,L
M001,03.1.06.0.0.01,,,S
M001,03.1.06.0.0.02,0,,L
M001,03.1.06.0.0.03,0,,P
M001,03.1.06.0.0.04,0.4,,L
M001,03.1.06.0.0.05,0,,L
M001,03.1.06.0.0.06,,,S
M001,03.1.06.0.0.07,0,,L
M001,03.1.06.0.0.08,0,,L
M001,03.1.06.0.0.09,,,S
M001,03.1.06.0.0.10,0,,L
M001,03.1.06.0.0.11,0.1,,P
M001,03.1.06.0.0.12,0,,L
M001,03.1.06.0.0.99,0,,L
M001,03.1.07,0.8,,M
M001,03.1.07.0,0.8,,M
M001,03.1.07.0.0,0.8,,M
M001,03.1.07.0.0.01,0.2,,M
M001,03.1.07.0.0.02,0.2,,M
M001,03.1.07.0.0.03,,,S
M001,03.1.07.0.0.04,0.2,,L
M001,03.1.07.0.0.05,,,S
M001,03.1.07.0.0.99,,,S
M001,03.2,7.7,,R
M001,03.2.01,3.1,,M
M001,03.2.01.0,3.1,,M
M001,03.2.01.0.0,3.1,,M
M001,03.2.01.0.0.00,,,S
M001,03.2.01.0.0.01,,,S
M001,03.2.01.0.0.02,2,,M
M001,03.2.01.0.0.04,0.1,,L
M001,03.2.01.0.0.05,0.1,,L
M001,03.2.01.0.0.07,,,S
M001,03.2.01.0.0.08,0.7,,L
M001,03.2.01.0.0.99,,,S
M001,03.2.02,1.2,,L
M001,03.2.02.0,1.2,,L
M001,03.2.02.0.0,1.2,,L
M001,03.2.02.0.0.00,,,S
M001,03.2.02.0.0.01,,,S
M001,03.2.02.0.0.02,0.7,,L
M001,03.2.02.0.0.04,0,,L
M001,03.2.02.0.0.05,0,,L
M001,03.2.02.0.0.07,,,S
M001,03.2.02.0.0.08,0.5,,L
M001,03.2.02.0.0.99,,,S
M001,03.2.03,2.2,,M
M001,03.2.03.0,2.2,,M
M001,03.2.03.0.0,2.2,,M
M001,03.2.03.0.0.00,,,S
M001,03.2.03.0.0.01,,,S
M001,03.2.03.0.0.02,1.5,,M
M001,03.2.03.0.0.04,0.2,,L
M001,03.2.03.0.0.05,0.1,,L
M001,03.2.03.0.0.07,,,S
M001,03.2.03.0.0.08,0.3,,L
M001,03.2.03.0.0.99,,,S
M001,03.2.04,1,,M
M001,03.2.04.0,1,,M
M001,03.2.04.0.0,1,,M
M001,03.2.04.0.0.00,,,S
M001,03.2.04.0.0.01,,,S
M001,03.2.04.0.0.02,0.3,,L
M001,03.2.04.0.0.04,,,S
M001,03.2.04.0.0.05,,,S
M001,03.2.04.0.0.07,,,S
M001,03.2.04.0.0.08,0.3,,L
M001,03.2.04.0.0.99,0.3,,P
M001,03.2.05,0.2,,M
M001,03.2.05.0,0.2,,M
M001,03.2.05.0.0,0.2,,M
M001,03.2.05.0.0.01,,,S
M001,03.2.05.0.0.02,0,,L
M001,03.2.05.0.0.03,,,S
M001,03.2.05.0.0.04,0,,L
M001,03.2.05.0.0.06,0.1,,L
M001,03.2.05.0.0.99,,,S
M001,04,344.2,,R
M001,04.1,123.4,,R
M001,04.1.01,120.7,,R
M001,04.1.01.1,119.9,,R
M001,04.1.01.1.0,119.9,,R
M001,04.1.01.1.0.01,0.1,,L
M001,04.1.01.1.0.02,119.6,,R
M001,04.1.01.1.0.03,0.2,,L
M001,04.1.01.2,0.9,,M
M001,04.1.01.2.0,0.9,,M
M001,04.1.01.2.0.01,,,S
M001,04.1.01.2.0.02,,,S
M001,04.1.01.2.0.03,,,S
M001,04.1.01.2.0.04,0.3,,L
M001,04.1.01.2.0.05,0.4,,L
M001,04.1.02,2.7,,M
M001,04.1.02.0,2.7,,M
M001,04.1.02.0.0,2.7,,M
M001,04.1.02.0.0.01,1.6,,R
M001,04.1.02.0.0.02,0.4,,M
M001,04.1.02.0.0.99,0.6,,L
M001,04.2,104.2,,R
M001,04.2.01,69.2,,R
M001,04.2.01.2,69.2,,R
M001,04.2.01.2.0,69.2,,R
M001,04.2.01.2.0.01,56.8,,R
M001,04.2.01.2.0.02,10.9,,M
M001,04.2.01.2.0.03,1,,L
M001,04.2.01.2.0.04,0.5,,L
M001,04.2.02,4,,M
M001,04.2.02.0,4,,M
M001,04.2.02.0.1,0.4,,L
M001,04.2.02.0.1.01,0.1,,L
M001,04.2.02.0.1.02,0.2,,L
M001,04.2.02.0.1.03,,,S
M001,04.2.02.0.1.99,0,,P
M001,04.2.02.0.2,0,,P
M001,04.2.02.0.2.01,,,S
M001,04.2.02.0.2.99,0,,P
M001,04.2.02.0.3,0.1,,L
M001,04.2.02.0.3.01,0.1,,P
M001,04.2.02.0.3.02,0,,L
M001,04.2.02.0.4,0.1,,L
M001,04.2.02.0.4.01,0,,L
M001,04.2.02.0.4.02,,,S
M001,04.2.02.0.4.03,0,,P
M001,04.2.02.0.4.04,0.1,,P
M001,04.2.02.0.4.05,,,S
M001,04.2.02.0.4.99,,,S
M001,04.2.02.0.5,,,S
M001,04.2.02.0.5.01,,,S
M001,04.2.02.0.5.02,,,S
M001,04.2.02.0.5.03,,,S
M001,04.2.02.0.5.04,,,S
M001,04.2.02.0.6,1.9,,M
M001,04.2.02.0.6.01,0.5,,L
M001,04.2.02.0.6.02,0.5,,M
M001,04.2.02.0.6.03,0.1,,L
M001,04.2.02.0.6.04,0.8,,L
M001,04.2.02.0.7,0.2,,L
M001,04.2.02.0.7.01,,,S
M001,04.2.02.0.7.02,0.1,,L
M001,04.2.02.0.7.03,0,,L
M001,04.2.02.0.7.04,0,,P
M001,04.2.02.0.7.05,0.1,,L
M001,04.2.02.0.8,1.2,,M
M001,04.2.02.0.8.00,,,S
M001,04.2.02.0.8.01,,,S
M001,04.2.02.0.8.02,0,,L
M001,04.2.02.0.8.03,0.1,,M
M001,04.2.02.0.8.04,0,,P
M001,04.2.02.0.8.05,0.8,,M
M001,04.2.02.0.8.06,0.1,,P
M001,04.2.02.0.8.07,0.1,,P
M001,04.2.02.0.8.08,,,S
M001,04.2.02.0.8.09,0.1,,L
M001,04.2.02.0.8.10,,,S
M001,04.2.02.0.8.98,,,S
M001,04.2.02.0.8.99,,,S
M001,04.2.03,31,,M
M001,04.2.03.0,31,,M
M001,04.2.03.0.0,31,,M
M001,04.2.03.0.0.01,0.8,,L
M001,04.2.03.0.0.02,0.6,,L
M001,04.2.03.0.0.03,0.6,,L
M001,04.2.03.0.0.04,0.5,,L
M001,04.2.03.0.0.05,0.2,,L
M001,04.2.03.0.0.06,0.6,,L
M001,04.2.03.0.0.07,6.4,,M
M001,04.2.03.0.0.08,2,,M
M001,04.2.03.0.0.09,1.4,,L
M001,04.2.03.0.0.10,0.5,,L
M001,04.2.03.0.0.11,1.1,,L
M001,04.2.03.0.0.12,1.4,,M
M001,04.2.03.0.0.13,0.3,,L
M001,04.2.03.0.0.14,,,S
M001,04.2.03.0.0.15,,,S
M001,04.2.03.0.0.16,,,S
M001,04.2.03.0.0.17,1.7,,L
M001,04.2.03.0.0.18,,,S
M001,04.2.03.0.0.19,2.2,,L
M001,04.2.03.0.0.20,,,S
M001,04.2.03.0.0.21,1.3,,M
M001,04.2.03.0.0.22,,,S
M001,04.2.03.0.0.23,0.1,,L
M001,04.2.03.0.0.24,8.1,,P
M001,04.2.03.0.0.25,0.1,,L
M001,04.2.03.0.0.99,0.2,,L
M001,04.3,28.6,,R
M001,04.3.01,10,,M
M001,04.3.01.0,10,,M
M001,04.3.01.0.1,0.6,,P
M001,04.3.01.0.1.01,,,S
M001,04.3.01.0.1.02,,,S
M001,04.3.01.0.1.03,0.1,,P
M001,04.3.01.0.1.99,0.1,,L
M001,04.3.01.0.2,0,,L
M001,04.3.01.0.2.01,,,S
M001,04.3.01.0.2.99,0,,L
M001,04.3.01.0.3,1.3,,M
M001,04.3.01.0.3.01,0.8,,L
M001,04.3.01.0.3.02,0.2,,L
M001,04.3.01.0.3.03,0.4,,L
M001,04.3.01.0.4,2.1,,L
M001,04.3.01.0.4.01,0.5,,L
M001,04.3.01.0.4.02,0.1,,P
M001,04.3.01.0.4.03,0.1,,M
M001,04.3.01.0.4.04,0.1,,L
M001,04.3.01.0.4.05,,,S
M001,04.3.01.0.4.99,1.4,,P
M001,04.3.01.0.5,0.4,,M
M001,04.3.01.0.5.01,0.2,,L
M001,04.3.01.0.5.02,0.1,,M
M001,04.3.01.0.5.03,0.1,,L
M001,04.3.01.0.5.04,0,,L
M001,04.3.01.0.6,1,,M
M001,04.3.01.0.6.01,0.3,,P
M001,04.3.01.0.6.02,0.5,,M
M001,04.3.01.0.6.03,0.1,,L
M001,04.3.01.0.6.04,,,S
M001,04.3.01.0.7,0.7,,P
M001,04.3.01.0.7.01,,,S
M001,04.3.01.0.7.02,0.1,,P
M001,04.3.01.0.7.03,0.5,,P
M001,04.3.01.0.7.04,0.1,,L
M001,04.3.01.0.7.05,,,S
M001,04.3.01.0.8,3.9,,M
M001,04.3.01.0.8.00,,,S
M001,04.3.01.0.8.01,,,S
M001,04.3.01.0.8.02,0.4,,L
M001,04.3.01.0.8.03,1.5,,M
M001,04.3.01.0.8.04,0.3,,L
M001,04.3.01.0.8.05,0.7,,L
M001,04.3.01.0.8.06,0.1,,L
M001,04.3.01.0.8.07,0,,L
M001,04.3.01.0.8.08,,,S
M001,04.3.01.0.8.09,0.4,,P
M001,04.3.01.0.8.98,,,S
M001,04.3.01.0.8.99,0.1,,L
M001,04.3.02,18.6,,M
M001,04.3.02.0,18.6,,M
M001,04.3.02.0.0,18.6,,M
M001,04.3.02.0.0.01,0.2,,L
M001,04.3.02.0.0.02,0.2,,L
M001,04.3.02.0.0.03,0.3,,P
M001,04.3.02.0.0.04,0.5,,L
M001,04.3.02.0.0.05,3.6,,M
M001,04.3.02.0.0.06,2.4,,M
M001,04.3.02.0.0.07,1.6,,M
M001,04.3.02.0.0.08,0.3,,L
M001,04.3.02.0.0.09,0.2,,L
M001,04.3.02.0.0.10,0.4,,P
M001,04.3.02.0.0.11,0.8,,M
M001,04.3.02.0.0.12,2.9,,M
M001,04.3.02.0.0.13,,,S
