MsCode,HECCode,Estimate,RSE,Flag
M003,14.1.01.6,,,S
M003,14.1.01.6.0,,,S
M003,14.1.01.6.0.61,,,S
M003,14.1.02,-20300,,P
M003,14.1.02.1,,,S
M003,14.1.02.1.0,,,S
M003,14.1.02.1.0.61,,,S
M003,14.1.02.2,,,S
M003,14.1.02.2.0,,,S
M003,14.1.02.2.0.61,,,S
M003,14.1.02.3,,,S
M003,14.1.02.3.0,,,S
M003,14.1.02.3.0.61,,,S
M003,14.1.02.4,-19900,,P
M003,14.1.02.4.0,-19900,,P
M003,14.1.02.4.0.61,-19900,,P
M003,14.2,,,S
M003,14.2.02,,,S
M003,14.2.02.0,,,S
M003,14.2.02.0.0,,,S
M003,14.2.02.0.0.61,,,S
M003,14.2.02.0.0.71,,,S
M003,14.3,-644300,,M
M003,14.3.01,-229100,,M
M003,14.3.01.0,-229100,,M
M003,14.3.01.0.0,-229100,,M
M003,14.3.01.0.0.60,,,S
M003,14.3.01.0.0.61,-38100,,L
M003,14.3.01.0.0.62,-63400,,L
M003,14.3.01.0.0.63,-54600,,L
M003,14.3.01.0.0.64,-8300,,P
M003,14.3.01.0.0.65,,,S
M003,14.3.01.0.0.69,-49100,,L
M003,14.3.01.0.0.70,,,S
M003,14.3.01.0.0.71,,,S
M003,14.3.01.0.0.72,,,S
M003,14.3.01.0.0.73,,,S
M003,14.3.01.0.0.74,,,S
M003,14.3.01.0.0.75,,,S
M003,14.3.01.0.0.79,,,S
M003,14.3.02,-186600,,P
M003,14.3.02.0,-186600,,P
M003,14.3.02.0.0,-186600,,P
M003,14.3.02.0.0.61,-64000,,L
M003,14.3.02.0.0.62,,,S
M003,14.3.02.0.0.69,-114800,,P
M003,14.3.02.0.0.71,,,S
M003,14.3.02.0.0.72,,,S
M003,14.3.02.0.0.79,,,S
M003,14.3.03,,,S
M003,14.3.03.0,,,S
M003,14.3.03.0.0,,,S
M003,14.3.03.0.0.61,,,S
M003,14.3.04,-30100,,P
M003,14.3.04.0,-30100,,P
M003,14.3.04.0.0,-30100,,P
M003,14.3.04.0.0.61,-30100,,P
M003,14.3.05,-180900,,L
M003,14.3.05.0,-180900,,L
M003,14.3.05.0.0,-180900,,L
M003,14.3.05.0.0.61,-63200,,L
M003,14.3.05.0.0.62,-33700,,P
M003,14.3.05.0.0.71,-84100,,P
M003,14.3.05.0.0.72,,,S
M003,14.3.06,,,S
M003,14.3.06.0,,,S
M003,14.3.06.0.0,,,S
M003,14.3.06.0.0.61,,,S
M003,14.3.06.0.0.71,,,S
M003,14.4,,,S
M003,14.4.00,,,S
M003,14.4.00.0,,,S
M003,14.4.00.0.0,,,S
M003,14.4.00.0.0.61,,,S
M003,14.4.00.0.0.81,,,S
M003,14.5,-26675900,,R
M003,14.5.01,-26624000,,R
M003,14.5.01.0,-26624000,,R
M003,14.5.01.0.0,-26624000,,R
M003,14.5.01.0.0.61,-6250600,,M
M003,14.5.01.0.0.62,-2046000,,L
M003,14.5.01.0.0.63,-348900,,L
M003,14.5.01.0.0.64,-79800,,L
M003,14.5.01.0.0.69,-579700,,L
M003,14.5.01.0.0.71,-1744900,,L
M003,14.5.01.0.0.72,,,S
M003,14.5.01.0.0.73,,,S
M003,14.5.01.0.0.74,,,S
M003,14.5.01.0.0.79,-14692200,,M
M003,14.5.02,,,S
M003,14.5.02.1,,,S
M003,14.5.02.1.0,,,S
M003,14.5.02.1.0.61,,,S
M003,14.6,-44600,,L
M003,14.6.00,-44600,,L
M003,14.6.00.0,-44600,,L
M003,14.6.00.0.0,-44600,,L
M003,14.6.00.0.0.61,-42900,,L
M003,14.6.00.0.0.71,,,S
M003,14.7,-6143300,,M
M003,14.7.01,-224800,,L
M003,14.7.01.1,-103700,,P
M003,14.7.01.1.0,-103700,,P
M003,14.7.01.1.0.61,-8600,,P
M003,14.7.01.1.0.62,,,S
M003,14.7.01.1.0.69,-83900,,P
M003,14.7.01.1.0.71,,,S
M003,14.7.01.1.0.72,,,S
M003,14.7.01.1.0.79,,,S
M003,14.7.01.2,-121100,,L
M003,14.7.01.2.0,-121100,,L
M003,14.7.01.2.0.61,-121100,,L
M003,14.7.01.2.0.71,,,S
M003,14.7.01.3,,,S
M003,14.7.01.3.0,,,S
M003,14.7.01.3.0.61,,,S
M003,14.7.01.3.0.71,,,S
M003,14.7.02,-2591500,,L
M003,14.7.02.1,-2566100,,L
M003,14.7.02.1.0,-2566100,,L
M003,14.7.02.1.0.61,-2437300,,L
M003,14.7.02.1.0.71,,,S
M003,14.7.02.2,-25300,,P
M003,14.7.02.2.0,-25300,,P
M003,14.7.02.2.0.61,-25300,,P
M003,14.7.02.2.0.69,,,S
M003,14.7.02.2.0.71,,,S
M003,14.7.02.2.0.79,,,S
M003,14.7.03,-172800,,L
M003,14.7.03.0,-172800,,L
M003,14.7.03.0.0,-172800,,L
M003,14.7.03.0.0.61,-90800,,L
M003,14.7.03.0.0.62,,,S
M003,14.7.03.0.0.71,,,S
M003,14.7.04,-2888700,,L
M003,14.7.04.0,-2888700,,L
M003,14.7.04.0.0,-2888700,,L
M003,14.7.04.0.0.80,,,S
M003,14.7.04.0.0.81,-557600,,P
M003,14.7.04.0.0.82,-1064600,,L
M003,14.7.04.0.0.83,,,S
M003,14.7.04.0.0.85,,,S
M003,14.7.04.0.0.88,-359700,,P
M003,14.7.04.0.0.89,-332500,,P
M003,14.7.05,-4000,,L
M003,14.7.05.1,-4000,,L
M003,14.7.05.1.0,-4000,,L
M003,14.7.05.1.0.61,-4000,,L
M003,14.7.05.1.0.71,,,S
M003,14.7.05.2,,,S
M003,14.7.05.2.0,,,S
M003,14.7.05.2.0.61,,,S
M003,14.7.06,-261600,,L
M003,14.7.06.0,-261600,,L
M003,14.7.06.0.0,-261600,,L
M003,14.7.06.0.0.69,-152100,,L
M003,14.7.06.0.0.79,-12100,,P
M003,14.7.06.0.0.81,,,S
M003,14.8,,,S
M003,14.8.00,,,S
M003,14.8.00.0,,,S
M003,14.8.00.0.0,,,S
M003,14.8.00.0.0.81,,,S
M003,14.9,-36919400,,L
M003,14.9.01,-181400,,P
M003,14.9.01.0,-181400,,P
M003,14.9.01.0.0,-181400,,P
M003,14.9.01.0.0.61,,,S
M003,14.9.01.0.0.69,-11900,,L
M003,14.9.01.0.0.79,,,S
M003,14.9.02,-33047000,,L
M003,14.9.02.0,-33047000,,L
M003,14.9.02.0.0,-33047000,,L
M003,14.9.02.0.0.80,,,S
M003,14.9.02.0.0.81,-15541500,,P
M003,14.9.02.0.0.82,-504400,,L
M003,14.9.02.0.0.83,-52900,,P
M003,14.9.02.0.0.84,-12666200,,L
M003,14.9.02.0.0.85,-2064200,,M
M003,14.9.02.0.0.89,-2217800,,L
M003,14.9.03,-3691000,,M
M003,14.9.03.0,-3691000,,M
M003,14.9.03.0.0,-3691000,,M
M003,14.9.03.0.0.69,-1272300,,L
M003,14.9.03.0.0.79,,,S
M003,14.9.03.0.0.89,-2418700,,M
M001,Total Gross,1389.1,,R
M001,Total Net,1348.7,,R
M001,01,233.6,,R
M001,01.1,23.5,,R
M001,01.1.01,9.6,,R
M001,01.1.01.1,1.2,,R
M001,01.1.01.1.0,1.2,,R
M001,01.1.01.1.0.01,0.4,,R
M001,01.1.01.1.0.02,0.2,,R
M001,01.1.01.1.0.03,0.6,,R
M001,01.1.01.1.0.04,0,,L
M001,01.1.01.1.0.05,0,,L
M001,01.1.01.1.0.06,0,,L
M001,01.1.01.1.0.99,,,S
M001,01.1.01.2,1.6,,R
M001,01.1.01.2.0,1.6,,R
M001,01.1.01.2.0.01,1.6,,R
M001,01.1.01.3,1.4,,R
M001,01.1.01.3.0,1.4,,R
M001,01.1.01.3.0.01,1.1,,R
M001,01.1.01.3.0.02,0.3,,R
M001,01.1.01.3.0.03,0,,M
M001,01.1.01.4,1.1,,R
M001,01.1.01.4.0,1.1,,R
M001,01.1.01.4.0.01,0.1,,M
M001,01.1.01.4.0.02,0.1,,M
M001,01.1.01.4.0.03,0.1,,M
M001,01.1.01.4.0.04,0.5,,R
M001,01.1.01.4.0.05,0.1,,L
M001,01.1.01.4.0.06,0.2,,R
M001,01.1.01.5,1.6,,R
M001,01.1.01.5.0,1.6,,R
M001,01.1.01.5.0.01,0,,L
M001,01.1.01.5.0.02,0.1,,M
M001,01.1.01.5.0.03,0.3,,M
M001,01.1.01.5.0.05,0.4,,R
M001,01.1.01.5.0.06,0.6,,R
M001,01.1.01.5.0.07,0.2,,M
M001,01.1.01.6,1,,R
M001,01.1.01.6.0,1,,R
M001,01.1.01.6.0.00,0.2,,L
M001,01.1.01.6.0.01,0,,L
M001,01.1.01.6.0.03,0,,M
M001,01.1.01.6.0.05,0.1,,M
M001,01.1.01.6.0.06,0,,L
M001,01.1.01.6.0.07,0,,L
M001,01.1.01.6.0.08,0,,L
M001,01.1.01.6.0.09,0.1,,M
M001,01.1.01.6.0.10,,,S
M001,01.1.01.6.0.11,0,,L
M001,01.1.01.6.0.12,0.1,,M
M001,01.1.01.6.0.13,0.1,,M
M001,01.1.01.6.0.14,0.1,,L
M001,01.1.01.6.0.99,0.1,,M
M001,01.1.01.7,0.8,,R
M001,01.1.01.7.0,0.8,,R
M001,01.1.01.7.0.00,,,S
M001,01.1.01.7.0.01,0,,P
M001,01.1.01.7.0.02,0.1,,M
M001,01.1.01.7.0.03,0,,L
M001,01.1.01.7.0.04,0,,L
M001,01.1.01.7.0.05,0.1,,M
M001,01.1.01.7.0.06,0.1,,R
M001,01.1.01.7.0.07,0.1,,M
M001,01.1.01.7.0.08,0,,L
M001,01.1.01.7.0.09,0,,M
M001,01.1.01.7.0.10,0,,L
M001,01.1.01.7.0.12,,,S
M001,01.1.01.7.0.13,0.1,,M
M001,01.1.01.7.0.99,0.2,,R
M001,01.1.01.8,0.9,,R
M001,01.1.01.8.0,0.9,,R
M001,01.1.01.8.0.00,0,,L
M001,01.1.01.8.0.01,0,,M
M001,01.1.01.8.0.02,0,,M
M001,01.1.01.8.0.03,0.4,,R
M001,01.1.01.8.0.04,0,,L
M001,01.1.01.8.0.05,0.1,,M
M001,01.1.01.8.0.06,,,S
M001,01.1.01.8.0.09,0.1,,R
M001,01.1.01.8.0.10,0,,M
M001,01.1.01.8.0.11,0.1,,M
M001,01.1.01.8.0.12,0,,L
M001,01.1.01.8.0.14,,,S
M001,01.1.01.8.0.99,0.1,,M
M001,01.1.02,13.9,,R
M001,01.1.02.1,1.6,,R
M001,01.1.02.1.0,1.6,,R
M001,01.1.02.1.0.01,,,S
M001,01.1.02.1.0.02,0.1,,M
M001,01.1.02.1.0.03,0.1,,R
M001,01.1.02.1.0.04,0,,L
M001,01.1.02.1.0.05,0.8,,R
M001,01.1.02.1.0.06,0.1,,M
M001,01.1.02.1.0.07,0.4,,R
M001,01.1.02.1.0.08,0.1,,M
M001,01.1.02.2,1,,R
M001,01.1.02.2.0,1,,R
M001,01.1.02.2.0.01,0.4,,R
M001,01.1.02.2.0.02,0.1,,M
M001,01.1.02.2.0.03,0.3,,R
M001,01.1.02.2.0.04,0.2,,R
M001,01.1.02.2.0.99,0,,L
M001,01.1.02.3,2.9,,R
M001,01.1.02.3.0,2.9,,R
M001,01.1.02.3.0.01,0.1,,M
M001,01.1.02.3.0.02,0.2,,M
M001,01.1.02.3.0.03,0.1,,R
M001,01.1.02.3.0.04,0.4,,R
M001,01.1.02.3.0.05,0.2,,R
M001,01.1.02.3.0.06,0,,L
M001,01.1.02.3.0.07,0.5,,R
M001,01.1.02.3.0.08,1.2,,R
M001,01.1.02.3.0.09,0.1,,R
M001,01.1.02.4,2.3,,R
M001,01.1.02.4.1,0.7,,R
M001,01.1.02.4.1.01,0.1,,M
M001,01.1.02.4.1.02,0.5,,R
M001,01.1.02.4.1.03,0.1,,M
M001,01.1.02.4.1.04,0,,M
M001,01.1.02.4.1.05,0.1,,M
M001,01.1.02.4.1.06,0,,M
M001,01.1.02.4.1.07,0,,L
M001,01.1.02.4.2,0.9,,R
M001,01.1.02.4.2.01,0.2,,R
M001,01.1.02.4.2.02,0.1,,M
M001,01.1.02.4.2.03,0.5,,R
M001,01.1.02.4.2.04,0.1,,R
M001,01.1.02.4.3,0.7,,R
M001,01.1.02.4.3.00,0.7,,R
M001,01.1.02.5,1.7,,R
M001,01.1.02.5.0,1.7,,R
M001,01.1.02.5.0.01,0.5,,R
M001,01.1.02.5.0.02,1.1,,R
M001,01.1.02.5.0.03,0.1,,L
M001,01.1.02.5.0.04,0,,L
M001,01.1.02.6,1.7,,R
M001,01.1.02.6.0,1.7,,R
M001,01.1.02.6.0.00,0.4,,M
M001,01.1.02.6.0.01,0.2,,M
M001,01.1.02.6.0.02,0.9,,R
M001,01.1.02.6.0.99,0.1,,L
M001,01.1.02.7,0.1,,M
M001,01.1.02.7.0,0.1,,M
M001,01.1.02.7.0.00,,,S
M001,01.1.02.7.0.01,0,,M
M001,01.1.02.7.0.02,0,,L
M001,01.1.02.7.0.05,0.1,,L
M001,01.1.02.7.0.06,,,S
M001,01.1.02.7.0.99,0,,L
M001,01.1.02.8,2.6,,R
M001,01.1.02.8.1,1.4,,R
M001,01.1.02.8.1.00,0.1,,M
M001,01.1.02.8.1.01,0,,M
M001,01.1.02.8.1.02,0,,M
M001,01.1.02.8.1.03,0.1,,M
M001,01.1.02.8.1.04,0.3,,R
M001,01.1.02.8.1.05,0,,P
M001,01.1.02.8.1.06,0.2,,R
M001,01.1.02.8.1.07,0.6,,R
M001,01.1.02.8.1.08,0,,L
M001,01.1.02.8.1.99,0,,M
M001,01.1.02.8.2,1.2,,R
M001,01.1.02.8.2.00,,,S
M001,01.1.02.8.2.01,0,,L
M001,01.1.02.8.2.02,0.1,,M
M001,01.1.02.8.2.03,0.1,,M
M001,01.1.02.8.2.06,0.1,,R
M001,01.1.02.8.2.07,0.1,,M
M001,01.1.02.8.2.09,0,,L
M001,01.1.02.8.2.10,0.1,,M
M001,01.1.02.8.2.11,0,,L
M001,01.1.02.8.2.12,0.1,,M
M001,01.1.02.8.2.13,,,S
M001,01.1.02.8.2.14,0.3,,R
M001,01.1.02.8.2.15,0.2,,M
M001,01.1.02.8.2.16,0,,M
M001,01.1.02.8.2.17,0,,L
M001,01.1.02.8.2.18,0,,P
M001,01.1.02.8.2.99,0.2,,L
M001,01.2,28.1,,R
M001,01.2.01,23.3,,R
M001,01.2.01.1,5.1,,R
M001,01.2.01.1.0,5.1,,R
M001,01.2.01.1.0.00,0.3,,P
M001,01.2.01.1.0.01,0.2,,M
M001,01.2.01.1.0.02,2.4,,R
M001,01.2.01.1.0.03,1.5,,R
M001,01.2.01.1.0.04,0,,L
M001,01.2.01.1.0.05,0.2,,M
M001,01.2.01.1.0.06,0.4,,M
M001,01.2.01.1.0.07,,,S
M001,01.2.01.1.0.99,0.1,,M
M001,01.2.01.2,1.8,,R
M001,01.2.01.2.0,1.8,,R
M001,01.2.01.2.0.00,0.1,,L
M001,01.2.01.2.0.01,0.7,,R
M001,01.2.01.2.0.02,0.1,,M
M001,01.2.01.2.0.03,0.5,,M
M001,01.2.01.2.0.04,0,,L
M001,01.2.01.2.0.05,0.2,,M
M001,01.2.01.2.0.06,0.1,,M
M001,01.2.01.2.0.99,0.1,,L
M001,01.2.01.3,2,,R
M001,01.2.01.3.1,0,,L
M001,01.2.01.3.1.00,,,S
M001,01.2.01.3.1.01,,,S
M001,01.2.01.3.1.02,0,,L
M001,01.2.01.3.1.03,,,S
M001,01.2.01.3.1.99,,,S
M001,01.2.01.3.2,1.9,,R
M001,01.2.01.3.2.00,0.1,,L
M001,01.2.01.3.2.01,0.9,,R
M001,01.2.01.3.2.02,0.1,,L
M001,01.2.01.3.2.03,0,,L
M001,01.2.01.3.2.04,0.6,,M
M001,01.2.01.3.2.05,0.1,,L
M001,01.2.01.3.2.99,0.1,,P
M001,01.2.01.4,5.3,,R
M001,01.2.01.4.1,5.2,,R
M001,01.2.01.4.1.00,0.4,,M
M001,01.2.01.4.1.01,3.6,,R
M001,01.2.01.4.1.02,0.9,,R
M001,01.2.01.4.1.03,0,,L
M001,01.2.01.4.1.04,0.1,,M
M001,01.2.01.4.1.05,0,,L
M001,01.2.01.4.1.99,0.1,,M
M001,01.2.01.4.2,0.1,,L
M001,01.2.01.4.2.00,,,S
M001,01.2.01.4.2.01,0,,P
M001,01.2.01.4.2.02,0,,L
M001,01.2.01.4.2.99,,,S
M001,01.2.01.5,2.1,,R
M001,01.2.01.5.0,2.1,,R
M001,01.2.01.5.0.00,1.6,,R
M001,01.2.01.5.0.03,0.1,,P
M001,01.2.01.5.0.04,0.2,,M
M001,01.2.01.5.0.05,0.2,,L
M001,01.2.01.5.0.99,0.2,,M
M001,01.2.01.6,7,,R
M001,01.2.01.6.1,4.8,,R
M001,01.2.01.6.1.00,0,,P
M001,01.2.01.6.1.01,1.3,,R
M001,01.2.01.6.1.02,0.1,,M
M001,01.2.01.6.1.04,0.1,,M
M001,01.2.01.6.1.05,0.5,,M
M001,01.2.01.6.1.06,,,S
M001,01.2.01.6.1.08,0.1,,M
M001,01.2.01.6.1.09,0.1,,R
M001,01.2.01.6.1.10,,,S
M001,01.2.01.6.1.11,0.3,,M
M001,01.2.01.6.1.12,0.5,,R
M001,01.2.01.6.1.13,1.4,,R
M001,01.2.01.6.1.14,0.2,,M
M001,01.2.01.6.1.99,0.2,,M
M001,01.2.01.6.2,2.1,,R
M001,01.2.01.6.2.00,0,,L
M001,01.2.01.6.2.01,0.1,,M
M001,01.2.01.6.2.02,0.8,,R
M001,01.2.01.6.2.03,,,S
M001,01.2.01.6.2.04,1.1,,R
M001,01.2.01.6.2.05,,,S
M001,01.2.01.6.2.06,,,S
M001,01.2.01.6.2.99,0.1,,M
M001,01.2.01.6.3,0.1,,M
M001,01.2.01.6.3.00,,,S
M001,01.2.01.6.3.01,0,,L
M001,01.2.01.6.3.99,0,,M
M001,01.2.02,4.8,,R
M001,01.2.02.1,2,,R
M001,01.2.02.1.0,2,,R
M001,01.2.02.1.0.00,0.4,,M
M001,01.2.02.1.0.01,0.1,,L
M001,01.2.02.1.0.02,0.9,,R
M001,01.2.02.1.0.03,0,,L
M001,01.2.02.1.0.04,,,S
M001,01.2.02.1.0.05,0.1,,M
M001,01.2.02.1.0.99,0.4,,M
M001,01.2.02.2,0.6,,M
M001,01.2.02.2.0,0.6,,M
M001,01.2.02.2.0.00,0.1,,L
M001,01.2.02.2.0.03,,,S
M001,01.2.02.2.0.04,0.1,,M
M001,01.2.02.2.0.05,0.1,,L
M001,01.2.02.2.0.07,0.1,,L
M001,01.2.02.2.0.08,,,S
M001,01.2.02.2.0.99,0.1,,M
M001,01.2.02.3,2.3,,R
M001,01.2.02.3.1,1,,R
M001,01.2.02.3.1.00,0,,L
M001,01.2.02.3.1.01,0.1,,M
M001,01.2.02.3.1.02,0.4,,R
M001,01.2.02.3.1.04,0.4,,M
M001,01.2.02.3.1.05,,,S
M001,01.2.02.3.1.06,0,,L
M001,01.2.02.3.1.07,,,S
M001,01.2.02.3.1.99,0,,L
M001,01.2.02.3.2,0.9,,R
M001,01.2.02.3.2.00,0,,L
M001,01.2.02.3.2.01,0,,L
M001,01.2.02.3.2.05,0,,M
M001,01.2.02.3.2.10,0.1,,M
M001,01.2.02.3.2.11,0,,M
M001,01.2.02.3.2.12,0.6,,R
M001,01.2.02.3.2.99,,,S
M001,01.2.02.3.3,0.4,,R
M001,01.2.02.3.3.00,,,S
M001,01.2.02.3.3.01,,,S
M001,01.2.02.3.3.03,0,,M
M001,01.2.02.3.3.04,0.1,,L
M001,01.2.02.3.3.05,0,,L
M001,01.2.02.3.3.06,0.1,,M
M001,01.2.02.3.3.99,0.1,,M
M001,01.3,102.8,,R
M001,01.3.01,18.3,,R
M001,01.3.01.1,5.8,,R
M001,01.3.01.1.0,5.8,,R
M001,01.3.01.1.0.00,0.7,,R
M001,01.3.01.1.0.01,0.6,,R
M001,01.3.01.1.0.02,0.1,,M
M001,01.3.01.1.0.03,1.9,,R
M001,01.3.01.1.0.04,1,,R
M001,01.3.01.1.0.05,0.1,,M
M001,01.3.01.1.0.06,0.8,,R
M001,01.3.01.1.0.07,0.1,,M
M001,01.3.01.1.0.08,0.1,,R
M001,01.3.01.1.0.09,0.4,,R
M001,01.3.01.2,6,,R
M001,01.3.01.2.0,6,,R
M001,01.3.01.2.0.00,0.1,,M
M001,01.3.01.2.0.01,0.3,,R
M001,01.3.01.2.0.02,0.5,,R
M001,01.3.01.2.0.03,1.3,,R
M001,01.3.01.2.0.05,0.6,,R
M001,01.3.01.2.0.06,1.6,,R
M001,01.3.01.2.0.07,0.2,,M
M001,01.3.01.2.0.08,0,,M
M001,01.3.01.2.0.09,0.1,,M
M001,01.3.01.2.0.10,0.4,,L
M001,01.3.01.2.0.12,0,,L
M001,01.3.01.2.0.13,0,,M
M001,01.3.01.2.0.98,0.8,,R
M001,01.3.01.2.0.99,0.1,,M
M001,01.3.01.3,2.1,,R
M001,01.3.01.3.0,2.1,,R
M001,01.3.01.3.0.00,0,,L
M001,01.3.01.3.0.01,0.2,,M
M001,01.3.01.3.0.02,0.5,,R
M001,01.3.01.3.0.03,0.4,,R
M001,01.3.01.3.0.04,0.1,,M
M001,01.3.01.3.0.05,0.7,,R
M001,01.3.01.3.0.99,0.2,,M
M001,01.3.01.4,0.7,,R
M001,01.3.01.4.0,0.7,,R
M001,01.3.01.4.0.00,0.1,,M
M001,01.3.01.4.0.01,0.1,,M
M001,01.3.01.4.0.02,0.1,,M
M001,01.3.01.4.0.03,0.1,,M
M001,01.3.01.4.0.04,0.2,,R
M001,01.3.01.4.0.05,,,S
M001,01.3.01.4.0.07,,,S
M001,01.3.01.4.0.99,0.1,,M
M001,01.3.01.5,1.5,,R
M001,01.3.01.5.0,1.5,,R
M001,01.3.01.5.0.00,0,,L
M001,01.3.01.5.0.01,0.6,,R
M001,01.3.01.5.0.02,0.1,,M
M001,01.3.01.5.0.03,0,,M
M001,01.3.01.5.0.04,0.3,,M
M001,01.3.01.5.0.05,0.3,,M
M001,01.3.01.5.0.06,0.1,,M
M001,01.3.01.5.0.07,,,S
M001,01.3.01.5.0.99,0,,M
M001,01.3.01.6,2.3,,R
M001,01.3.01.6.1,0.6,,R
M001,01.3.01.6.1.01,0.2,,R
M001,01.3.01.6.1.02,0,,M
M001,01.3.01.6.1.03,0,,M
M001,01.3.01.6.1.04,0.1,,M
M001,01.3.01.6.1.05,0,,L
M001,01.3.01.6.1.99,0.1,,M
M001,01.3.01.6.2,1,,R
M001,01.3.01.6.2.00,,,S
M001,01.3.01.6.2.01,0,,P
M001,01.3.01.6.2.02,0,,L
M001,01.3.01.6.2.04,,,S
M001,01.3.01.6.2.05,0,,L
M001,01.3.01.6.2.06,0.9,,M
M001,01.3.01.6.2.07,0,,P
M001,01.3.01.6.2.08,0,,M
M001,01.3.01.6.2.99,0,,M
M001,01.3.01.6.3,0,,L
M001,01.3.01.6.3.00,,,S
M001,01.3.01.6.3.03,0,,L
M001,01.3.01.6.3.99,0,,L
M001,01.3.01.6.4,0.6,,R
M001,01.3.01.6.4.00,0.1,,M
M001,01.3.01.6.4.01,0.2,,M
M001,01.3.01.6.4.02,0.4,,R
M001,01.3.01.6.4.99,0,,P
M001,01.3.02,15.5,,R
M001,01.3.02.1,4.7,,R
M001,01.3.02.1.0,4.7,,R
M001,01.3.02.1.0.01,4.2,,R
M001,01.3.02.1.0.02,0.3,,R
M001,01.3.02.1.0.03,0.2,,M
M001,01.3.02.2,0.7,,M
M001,01.3.02.2.0,0.7,,M
M001,01.3.02.2.0.01,0.5,,M
M001,01.3.02.2.0.02,0.2,,M
M001,01.3.02.3,2,,R
M001,01.3.02.3.0,2,,R
M001,01.3.02.3.0.00,2,,R
M001,01.3.02.4,4.2,,R
M001,01.3.02.4.0,4.2,,R
M001,01.3.02.4.0.00,0.2,,M
M001,01.3.02.4.0.01,1.8,,R
M001,01.3.02.4.0.02,0.1,,M
M001,01.3.02.4.0.03,0.2,,R
M001,01.3.02.4.0.04,1.2,,R
M001,01.3.02.4.0.05,0.3,,R
M001,01.3.02.4.0.06,0.3,,R
M001,01.3.02.4.0.99,0.1,,L
M001,01.3.02.5,1.6,,R
M001,01.3.02.5.0,1.6,,R
M001,01.3.02.5.0.00,,,S
M001,01.3.02.5.0.01,0.6,,R
M001,01.3.02.5.0.02,0,,M
M001,01.3.02.5.0.03,0.2,,R
M001,01.3.02.5.0.04,0.1,,M
M001,01.3.02.5.0.05,0.1,,M
M001,01.3.02.5.0.06,0.1,,M
M001,01.3.02.5.0.07,0.2,,M
M001,01.3.02.5.0.08,0.2,,M
M001,01.3.02.5.0.99,0.1,,M
M001,01.3.02.6,2.3,,R
M001,01.3.02.6.0,2.3,,R
M001,01.3.02.6.0.01,2.3,,R
M001,01.3.02.6.0.99,0,,L
M001,01.3.03,3.3,,R
M001,01.3.03.1,1.5,,R
M001,01.3.03.1.0,1.5,,R
M001,01.3.03.1.0.00,1.5,,R
M001,01.3.03.2,0.7,,R
M001,01.3.03.2.0,0.7,,R
M001,01.3.03.2.0.01,0.6,,R
M001,01.3.03.2.0.02,0,,L
M001,01.3.03.2.0.03,0.1,,M
M001,01.3.03.3,1.1,,R
M001,01.3.03.3.0,1.1,,R
M001,01.3.03.3.0.00,0.1,,M
M001,01.3.03.3.0.02,0.5,,M
M001,01.3.03.3.0.04,,,S
M001,01.3.03.3.0.05,0.1,,L
M001,01.3.03.3.0.06,0.1,,M
M001,01.3.03.3.0.07,0.1,,M
M001,01.3.03.3.0.99,0.2,,M
M001,01.3.03.4,0,,L
M001,01.3.03.4.0,0,,L
M001,01.3.03.4.0.00,0,,L
M001,01.3.04,5.2,,R
M001,01.3.04.1,0.6,,R
M001,01.3.04.1.0,0.6,,R
M001,01.3.04.1.0.01,0.3,,M
M001,01.3.04.1.0.02,0.1,,M
M001,01.3.04.1.0.04,0,,M
M001,01.3.04.1.0.05,0,,L
M001,01.3.04.1.0.06,0.1,,M
M001,01.3.04.1.0.07,0,,M
M001,01.3.04.1.0.08,0.1,,M
M001,01.3.04.1.0.09,0,,L
M001,01.3.04.1.0.99,0,,L
M001,01.3.04.2,0.2,,M
M001,01.3.04.2.0,0.2,,M
M001,01.3.04.2.0.00,0,,L
M001,01.3.04.2.0.01,0,,P
M001,01.3.04.2.0.02,0,,M
M001,01.3.04.2.0.03,0,,L
M001,01.3.04.2.0.04,,,S
M001,01.3.04.2.0.05,0,,P
M001,01.3.04.2.0.06,0.1,,M
M001,01.3.04.2.0.99,0,,L
M001,01.3.04.3,3.1,,R
M001,01.3.04.3.0,3.1,,R
M001,01.3.04.3.0.00,0.1,,M
M001,01.3.04.3.0.01,0,,M
M001,01.3.04.3.0.02,0.2,,M
M001,01.3.04.3.0.03,0.2,,M
M001,01.3.04.3.0.04,0.2,,R
M001,01.3.04.3.0.05,1,,R
M001,01.3.04.3.0.06,0,,M
M001,01.3.04.3.0.07,0.1,,M
M001,01.3.04.3.0.08,0.6,,R
M001,01.3.04.3.0.09,0,,M
M001,01.3.04.3.0.10,0.3,,R
M001,01.3.04.3.0.11,0.1,,M
M001,01.3.04.3.0.12,0.1,,M
M001,01.3.04.3.0.13,0.1,,M
M001,01.3.04.3.0.99,0.3,,R
M001,01.3.04.4,0.9,,R
M001,01.3.04.4.0,0.9,,R
M001,01.3.04.4.0.00,0,,L
M001,01.3.04.4.0.01,0.1,,M
M001,01.3.04.4.0.02,0.1,,M
M001,01.3.04.4.0.03,0.1,,R
M001,01.3.04.4.0.04,0.3,,M
M001,01.3.04.4.0.06,0.1,,M
M001,01.3.04.4.0.99,0.1,,M
M001,01.3.04.5,0.3,,R
M001,01.3.04.5.0,0.3,,R
M001,01.3.04.5.0.01,0.2,,R
